"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value","Flag and Footnotes"
"2015","Bulgaria","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","1,745",""
"2015","Bulgaria","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","1,735",""
"2015","Bulgaria","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","1,750",""
"2015","Bulgaria","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","1,740",""
"2015","Bulgaria","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","725",""
"2015","Bulgaria","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","715",""
"2015","Bulgaria","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","35",""
"2015","Bulgaria","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","35",""
"2015","Czechia","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","230",""
"2015","Czechia","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","210",""
"2015","Czechia","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","40",""
"2015","Czechia","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","40",""
"2015","Czechia","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","270",""
"2015","Czechia","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","250",""
"2015","Czechia","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","675",""
"2015","Czechia","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","575",""
"2015","Czechia","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","545",""
"2015","Czechia","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","390",""
"2015","Czechia","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","25",""
"2015","Czechia","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","20",""
"2015","Czechia","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","130",""
"2015","Czechia","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","115",""
"2015","Czechia","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","30",""
"2015","Czechia","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","30",""
"2015","Czechia","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","160",""
"2015","Czechia","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","145",""
"2015","Czechia","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","465",""
"2015","Czechia","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","375",""
"2015","Czechia","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","385",""
"2015","Czechia","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","265",""
"2015","Czechia","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","10",""
"2015","Czechia","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","5",""
"2015","Czechia","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","100",""
"2015","Czechia","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","95",""
"2015","Czechia","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","10",""
"2015","Czechia","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","10",""
"2015","Czechia","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","110",""
"2015","Czechia","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","105",""
"2015","Czechia","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","210",""
"2015","Czechia","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","195",""
"2015","Czechia","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","155",""
"2015","Czechia","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","125",""
"2015","Czechia","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","15",""
"2015","Czechia","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","15",""
"2015","Denmark","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","3,835",""
"2015","Denmark","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","3,820",""
"2015","Denmark","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","2,485",""
"2015","Denmark","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","2,475",""
"2015","Denmark","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","6,320",""
"2015","Denmark","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","6,295",""
"2015","Denmark","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","10,925",""
"2015","Denmark","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","10,865",""
"2015","Denmark","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","3,560",""
"2015","Denmark","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","3,530",""
"2015","Denmark","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","130",""
"2015","Denmark","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","130",""
"2015","Denmark","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","2,110",""
"2015","Denmark","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","2,100",""
"2015","Denmark","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","2,045",""
"2015","Denmark","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","2,040",""
"2015","Denmark","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","4,160",""
"2015","Denmark","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","4,140",""
"2015","Denmark","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","8,110",""
"2015","Denmark","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","8,060",""
"2015","Denmark","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","2,440",""
"2015","Denmark","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","2,425",""
"2015","Denmark","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","65",""
"2015","Denmark","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","65",""
"2015","Denmark","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","1,725",""
"2015","Denmark","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","1,715",""
"2015","Denmark","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","435",""
"2015","Denmark","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","435",""
"2015","Denmark","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","2,160",""
"2015","Denmark","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","2,150",""
"2015","Denmark","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","2,815",""
"2015","Denmark","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","2,805",""
"2015","Denmark","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","1,120",""
"2015","Denmark","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","1,110",""
"2015","Denmark","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","65",""
"2015","Denmark","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","65",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","113,590",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","104,895",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","34,580",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","32,520",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","148,170",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","137,415",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","236,560",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","223,610",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","89,090",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","78,380",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","2,690",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","2,395",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","60,530",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","56,050",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","25,140",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","23,985",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","85,670",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","80,035",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","180,105",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","171,700",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","58,565",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","51,825",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","1,250",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","1,115",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","52,740",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","48,525",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","9,105",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","8,200",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","61,845",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","56,725",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","56,285",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","51,740",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","30,485",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","26,520",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","1,435",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","1,280",""
"2015","Estonia","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","55",""
"2015","Estonia","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","55",""
"2015","Estonia","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","10",""
"2015","Estonia","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","10",""
"2015","Estonia","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","70",""
"2015","Estonia","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","70",""
"2015","Estonia","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","105",""
"2015","Estonia","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","100",""
"2015","Estonia","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","50",""
"2015","Estonia","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","50",""
"2015","Estonia","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","10",""
"2015","Estonia","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","10",""
"2015","Estonia","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","35",""
"2015","Estonia","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","35",""
"2015","Estonia","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","5",""
"2015","Estonia","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","5",""
"2015","Estonia","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","40",""
"2015","Estonia","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","40",""
"2015","Estonia","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","80",""
"2015","Estonia","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","75",""
"2015","Estonia","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","30",""
"2015","Estonia","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","25",""
"2015","Estonia","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","0",""
"2015","Estonia","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","0",""
"2015","Estonia","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","20",""
"2015","Estonia","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","20",""
"2015","Estonia","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","5",""
"2015","Estonia","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","5",""
"2015","Estonia","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","25",""
"2015","Estonia","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","25",""
"2015","Estonia","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","25",""
"2015","Estonia","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","25",""
"2015","Estonia","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","20",""
"2015","Estonia","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","20",""
"2015","Estonia","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","10",""
"2015","Estonia","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","5",""
"2015","Ireland","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","295",""
"2015","Ireland","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","295",""
"2015","Ireland","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","90",""
"2015","Ireland","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","90",""
"2015","Ireland","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","385",""
"2015","Ireland","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","385",""
"2015","Ireland","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","2,230",""
"2015","Ireland","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","2,230",""
"2015","Ireland","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","640",""
"2015","Ireland","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","635",""
"2015","Ireland","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","20",""
"2015","Ireland","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","20",""
"2015","Ireland","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","165",""
"2015","Ireland","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","165",""
"2015","Ireland","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","55",""
"2015","Ireland","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","55",""
"2015","Ireland","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","220",""
"2015","Ireland","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","220",""
"2015","Ireland","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","1,895",""
"2015","Ireland","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","1,895",""
"2015","Ireland","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","490",""
"2015","Ireland","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","490",""
"2015","Ireland","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","10",""
"2015","Ireland","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","10",""
"2015","Ireland","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","130",""
"2015","Ireland","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","130",""
"2015","Ireland","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","35",""
"2015","Ireland","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","35",""
"2015","Ireland","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","165",""
"2015","Ireland","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","165",""
"2015","Ireland","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","335",""
"2015","Ireland","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","335",""
"2015","Ireland","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","150",""
"2015","Ireland","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","145",""
"2015","Ireland","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","10",""
"2015","Ireland","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","10",""
"2015","Greece","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","1,715",""
"2015","Greece","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","1,660",""
"2015","Greece","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","785",""
"2015","Greece","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","765",""
"2015","Greece","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","2,500",""
"2015","Greece","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","2,420",""
"2015","Greece","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","7,670",""
"2015","Greece","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","6,485",""
"2015","Greece","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","2,950",""
"2015","Greece","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","2,385",""
"2015","Greece","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","85",""
"2015","Greece","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","80",""
"2015","Greece","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","920",""
"2015","Greece","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","895",""
"2015","Greece","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","615",""
"2015","Greece","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","595",""
"2015","Greece","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","1,535",""
"2015","Greece","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","1,490",""
"2015","Greece","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","6,205",""
"2015","Greece","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","5,130",""
"2015","Greece","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","2,095",""
"2015","Greece","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","1,585",""
"2015","Greece","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","35",""
"2015","Greece","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","35",""
"2015","Greece","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","795",""
"2015","Greece","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","760",""
"2015","Greece","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","170",""
"2015","Greece","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","170",""
"2015","Greece","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","965",""
"2015","Greece","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","930",""
"2015","Greece","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","1,465",""
"2015","Greece","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","1,355",""
"2015","Greece","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","855",""
"2015","Greece","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","800",""
"2015","Greece","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","50",""
"2015","Greece","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","50",""
"2015","Spain","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","3,090",""
"2015","Spain","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","3,090",""
"2015","Spain","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","630",""
"2015","Spain","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","630",""
"2015","Spain","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","3,720",""
"2015","Spain","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","3,715",""
"2015","Spain","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","7,350",""
"2015","Spain","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","7,250",""
"2015","Spain","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","3,535",""
"2015","Spain","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","3,465",""
"2015","Spain","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","170",""
"2015","Spain","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","170",""
"2015","Spain","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","1,595",""
"2015","Spain","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","1,595",""
"2015","Spain","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","355",""
"2015","Spain","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","355",""
"2015","Spain","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","1,950",""
"2015","Spain","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","1,950",""
"2015","Spain","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","4,920",""
"2015","Spain","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","4,840",""
"2015","Spain","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","2,060",""
"2015","Spain","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","2,000",""
"2015","Spain","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","60",""
"2015","Spain","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","60",""
"2015","Spain","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","1,495",""
"2015","Spain","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","1,495",""
"2015","Spain","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","275",""
"2015","Spain","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","275",""
"2015","Spain","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","1,770",""
"2015","Spain","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","1,770",""
"2015","Spain","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","2,430",""
"2015","Spain","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","2,410",""
"2015","Spain","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","1,475",""
"2015","Spain","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","1,465",""
"2015","Spain","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","110",""
"2015","Spain","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","110",""
"2015","France","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","12,070",""
"2015","France","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","11,675",""
"2015","France","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","1,950",""
"2015","France","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","1,915",""
"2015","France","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","14,020",""
"2015","France","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","13,590",""
"2015","France","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","41,615",""
"2015","France","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","38,615",""
"2015","France","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","19,585",""
"2015","France","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","17,460",""
"2015","France","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","935",""
"2015","France","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","895",""
"2015","France","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","6,035",""
